HU_1,HU_2,CG_X,CG_Y,BEST_AVG_LEN,BEST_AVG_ANGLE,BEST_AVG_X,BEST_AVG_Y,BEST_VAR_LEN,BEST_VAR_ANGLE,LONG_AVG_LEN,LONG_AVG_ANGLE,LONG_AVG_X,LONG_AVG_Y,LONG_VAR_ANGLE,LONG_VAR_LEN,LONGEST_LEN,LONGEST_ANGLE,LONGEST_X,LONGEST_Y,OCR_DOS,OCR_11,OCR_SADA,OCR_PREDSEDNICTVO,OCR_Padre,OCR_HOLSTEIN,OCR_THE,OCR_ROUGE,OCR_LATGALE,OCR_VSTUPU,OCR_A,OCR_2009,OCR_175,OCR_KULTURAS,OCR_2B,OCR_2002,OCR_18,OCR_05,OCR_EESTI,OCR_CREATIVITA,OCR_BAYERN,OCR_ANDORRA,OCR_BERLIN,OCR_2010,OCR_FLIGHT,OCR_LATVIJA,OCR_B,OCR_ew,OCR_PINTURICCHIO,OCR_DIEST,OCR_Andorra,OCR_CONSELL,OCR_PSP,OCR_UMAN,OCR_75,OCR_PIANETA,OCR_SR,OCR_2013,OCR_DELLO,OCR_EUP,OCR_OSTERREICH,OCR_PINTO,OCR_17,OCR_730,OCR_200,OCR_SCHLESWIG,OCR_GUARDIA,OCR_MONDIALE,OCR_NOVA,OCR_ADMISSION,OCR_EYP,OCR_1916,OCR_BRAILLE,OCR_TARTUENSIS,OCR_ANOS,OCR_BUNDERSREPUBLIK,OCR_DIRITTI,OCR_ARAGON,OCR_SACERDOTALE,OCR_JARDIM,OCR_BE,OCR_JOGOS,OCR_COMPETITION,OCR_BRUEGEL,OCR_DIALOGO,OCR_1990,OCR_STAATSVERTRAG,OCR_PROGRAMME,OCR_GENDARMERIA,OCR_GRAZIE,OCR_UN,OCR_UNICEF,OCR_POLICE,OCR_Duc,OCR_VERDI,OCR_FIRST,OCR_HELENE,OCR_DUZENTOSE,OCR_SLOBODA,OCR_ELYSEE,OCR_1944,OCR_OLYMPICS,OCR_ESPAÑA,OCR_HONORE,OCR_CINQUENTA,OCR_MALTA,OCR_LEONARDO,OCR_COIMBRA,OCR_HESSEN,OCR_QUEEN,OCR_ILMARI,OCR_BELGIAN,OCR_2011,OCR_HAMBURG,OCR_Grand,OCR_TAPIOVARA,OCR_H,OCR_INVERNALI,OCR_BELGIQUE,OCR_trio.be,OCR_CAVOUR,OCR_GALVASPILSETA,OCR_1813,OCR_ADOLPHE,OCR_MONACO,OCR_16,OCR_VORPOMMERN,OCR_MNHMH,OCR_IMPRENSA,OCR_M,OCR_CONSTITUTION,OCR_trio,OCR_1512,OCR_SCHJERFBECK,OCR_BOTANICNI,OCR_VISEGRAD,OCR_MAJORIA,OCR_Pio,OCR_T,OCR_JAHRE,OCR_10,OCR_BELGIE,OCR_KONING,OCR_MUDEJAR,OCR_ESRO,OCR_12,OCR_BREMEN,OCR_TERRA,OCR_04,OCR_WORLD,OCR_be,OCR_FINLAND,OCR_RIGHTS,OCR_de,OCR_LOUIS,OCR_2022,OCR_GIORINATA,OCR_EUROPEA,OCR_30,OCR_CEBEL,OCR_STANE,OCR_PORTUGAL,OCR_SLOVENIIA,OCR_JOER,OCR_TIMOR,OCR_UZLECOSA,OCR_NOVEMBER,OCR_2019,OCR_FATIMA,OCR_EUROPA,OCR_CITTA DEL VATICANO,OCR_SIDADE,OCR_HIBERNIA,OCR_FORGE,OCR_EU,OCR_MMXVIII,OCR_600,OCR_IL,OCR_1814,OCR_LUXEMBURG,OCR_TRUBAR,OCR_SPECIAL,OCR_SIBELIUS,OCR_Charles,OCR_LINNA,OCR_LISBOAA,OCR_ALIGHIERI,OCR_TURISM,OCR_15,OCR_ANNO,OCR_21,OCR_XX,OCR_SVIZZERA,OCR_BUNDERS,OCR_PLAUTO,OCR_UNIVERSITAS,OCR_PASCOLI,OCR_GALLEN,OCR_PRESIDENCE,OCR_TRAITE,OCR_HUMANOS,OCR_1569,OCR_06,OCR_LV,OCR_2017,OCR_INNOVAZIONE,OCR_BOCCACCOP,OCR_PONTE,OCR_VASARI,OCR_UNIVER,OCR_RIO,OCR_GALILEO,OCR_BENEDICT,OCR_DUCHE,OCR_FRANC,OCR_LETZEBUERG,OCR_RF,OCR_1917,OCR_SIMONE,OCR_MARINO,OCR_DUCS,OCR_1810,OCR_REPUBLIK,OCR_WIR,OCR_1809,OCR_JUIN,OCR_2021,OCR_1888,OCR_2008,OCR_STATO,OCR_EUROPEENNE,OCR_22,OCR_UNION,OCR_19,OCR_1506,OCR_BELGIUM,OCR_ROZMAN,OCR_DANTE,OCR_LUSOFONIA,OCR_HUMAN,OCR_MECKLENBURG,OCR_PONTIFICIA,OCR_EYPQ,OCR_WRIGHT,OCR_ALEXANDER,OCR_50,OCR_CITTA,OCR_LET,OCR_PORTUGUESA,OCR_SUOMI,OCR_HELMUT,OCR_2014,OCR_VRT,OCR_LJUBIJANA,OCR_WWU,OCR_08,OCR_OECD,OCR_EUROPSKEJ,OCR_MAPA,OCR_1564,OCR_13,OCR_BARTOLOMEO,OCR_ANYS,OCR_AASTAT,OCR_14,OCR_RIGA,OCR_DA,OCR_TORINO,OCR_SEDE,OCR_2005,OCR_NUTRIRE,OCR_METOD,OCR_TORRE,OCR_XPONIA,OCR_SUFRAGI,OCR_MENDES,OCR_1989,OCR_1717,OCR_ESPANA,OCR_ANNIVERSAIRE,OCR_150,OCR_2018,OCR_GIOCHI,OCR_INTERNAZIONALE,OCR_L,OCR_KERES,OCR_VEIL,OCR_UNITA,OCR_TINTORETTO,OCR_07,OCR_SAARLAND,OCR_2015,OCR_NIEDERSACHSEN,OCR_DAY,OCR_1511,OCR_1910,OCR_SOUVERAINETE,OCR_NACIONAL,OCR_SAULE,OCR_1905,OCR_EMI,OCR_ZEMAITIJA,OCR_1929,OCR_1999,OCR_DELL,OCR_1811,OCR_2007,OCR_LIVIO,OCR_DEMOKRACIA,OCR_60,OCR_Malta,OCR_ASTERIX,OCR_1466,OCR_ROM,OCR_2020,OCR_LIETUVA,OCR_GROUP,OCR_Z,OCR_CROIX,OCR_REPUBLICA,OCR_BERNINI,OCR_2012,OCR_FOOD,OCR_ALCONSELL,OCR_COSTITUZIONE,OCR_PRIMOZ,OCR_COUNCIL,OCR_EDAT,OCR_GRANDS,OCR_ELISABETH,OCR_RADE,OCR_ITALIA,OCR_SOSTENIBILE,OCR_PRESIDENCIA,OCR_VON,OCR_1508,OCR_ZEMGAL,OCR_1906,OCR_DEGLARÇAO,OCR_IRM,OCR_KURZEME,OCR_SIND,OCR_2004,OCR_FRANÇAISE,OCR_GEORG,OCR_la,OCR_HENRIK,OCR_FAMILIAR,OCR_naissance,OCR_U,OCR_DIREITOS,OCR_FOR,OCR_SLOVENSKO,OCR_LA,OCR_OF,OCR_ARQUITECTURA,OCR_DEUTSCHLAND,OCR_ONOFHANGEGKEET,OCR_ABRIL,OCR_REFORMA,OCR_SAN,OCR_TEAM,OCR_YEARS,OCR_2006,OCR_APPEAL,OCR_TITO,OCR_1586,OCR_MNAJDRA,OCR_20,OCR_2016,OCR_VATICANO,OCR_UNIVERSAL,OCR_ANTARKTIKA,OCR_RAFFAELLO,OCR_09,OCR_1632,OCR_DECLARACIO,OCR_DONATELLO,OCR_VIDZEME,OCR_KMI,OCR_YEAR,OCR_FERNAO,OCR_FRANCAISE,OCR_DAN,OCR_FISICA,OCR_R,OCR_ONU,OCR_SKUPINA,OCR_HENRI,OCR_ASTRONOMIA,OCR_ATHENS,OCR_GIOVENTU,OCR_TEMPLES,OCR_DEL,OCR_E,OCR_GARABINIERI,OCR_1961,OCR_DELLA,OCR_BELGIEN,OCR_DO,OCR_VERTRAG,OCR_1966,OCR_100,OCR_ANS,OCR_Luxemburg,OCR_LONU,OCR_250,OCR_PRESIDENCY,OCR_G,OCR_BOTANICO,OCR_BUNDESRAT,OCR_PARK,OCR_1968,OCR_MM,OCR_DECLARATION,CLASS

0.0013831320845792258,6.4553439008614434e-09,753.1419441567314,754.6764660510831,2.966062773909157,111.67736514840479,122.95708712613782,120.33745123537061,47.00351679499049,3646.2858640093145,10.883910004433336,76.57401014312987,109.8257477243173,128.5569733420026,5036.853114391403,25.598135007529322,30.748588779964543,4.019582487837454,119.79031209362807,129.90409622886864,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0.5,0.2857142857142857,0,0.3333333333333333,0.75,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0.3333333333333333,0.2857142857142857,0.5714285714285714,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0.25,0,0,0.3333333333333333,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,0.6666666666666666,0,0,0.3333333333333333,0,0,0,0,0,0,0.75,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.2857142857142857,0,0.25,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0.25,0.3333333333333333,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0,0.25,0,0.75,0.25,0.5,0,0,0.6666666666666666,0,0.3333333333333333,0.25,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0,0,0,0.75,0,0,0,0.3333333333333333,0,0,0,0.25,0.3333333333333333,0,0,0,0.3333333333333333,0,0,0,0,0.5,0,0,0,0,0,0,0.25,0.25,0,0,0.2857142857142857,0.75,0,0,0,0,0,0,0,0.3333333333333333,0,0.75,0,0,0.25,0.25,0,0,0,0.25,0,0,0.5,0.25,0,0.25,0.5,0,0,0.3333333333333333,0,0,0.25,0,0.75,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.25,0,0.6666666666666666,0.75,0,0,0,0,0.3333333333333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0.2857142857142857,0,0,0,0.5714285714285714,0,0,0,0,0,0.25,0,0,10-YEARS

0.0007453571236393889,4.219705136817168e-11,595.0260518149672,580.2227033268384,4.839816301111609,172.71623333046514,100.46744574290486,140.89920701168614,16.84970200503995,26.99113365086731,12.088258782695913,154.63794902268657,88.0633347245409,149.5836811352254,2334.842969740057,6.570415059889861,19.35574350398235,171.7807907511009,77.69198664440734,159.7474958263773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUS

0.0012859850406475033,3.091077995058512e-10,562.6582275160038,543.4406810788121,2.36565379094344,120.8551602345968,112.68716755319149,129.09940159574467,11.748669975256371,1092.9373705216988,14.034856456884151,111.97851119665556,103.6220079787234,136.67819148936172,2731.9225062427504,11.528057955232198,23.338284985438975,135.0,58.663563829787236,112.9188829787234,0.2857142857142857,0,0,0.23529411764705882,0,0.16666666666666666,0.2857142857142857,0.4444444444444444,0.18181818181818182,0.2,0,0,0,0.3333333333333333,0,0,0,0,0.2222222222222222,0.14285714285714285,0.4,0.18181818181818182,0.4,0,0,0,0,0,0.375,0.2222222222222222,0,0.18181818181818182,0,0.25,0,0.18181818181818182,0.3333333333333333,0,0.4444444444444444,0.5714285714285714,0.14285714285714285,0.2222222222222222,0,0,0,0.15384615384615385,0.36363636363636365,0.16666666666666666,0.25,0.15384615384615385,0.2857142857142857,0,0.18181818181818182,0.14285714285714285,0.25,0.21052631578947367,0.18181818181818182,0.4,0.4,0.2,0.3333333333333333,0.2222222222222222,0.13333333333333333,0.18181818181818182,0.18181818181818182,0,0.23529411764705882,0.3076923076923077,0.26666666666666666,0.2,0.3333333333333333,0.2,0.2,0,0.4444444444444444,0.2222222222222222,0.2,0.3076923076923077,0.18181818181818182,0.2,0,0.16666666666666666,0.18181818181818182,0.2,0.15384615384615385,0,0.3333333333333333,0.18181818181818182,0.2,0.2222222222222222,0.2,0.18181818181818182,0,0.36363636363636365,0,0.15384615384615385,0,0.3076923076923077,0.3333333333333333,0,0.4,0.11764705882352941,0,0.18181818181818182,0.2,0,0.14285714285714285,0,0.16666666666666666,0,0.125,0,0,0.26666666666666666,0.15384615384615385,0.3333333333333333,0.18181818181818182,0,0,0.2222222222222222,0,0.2,0.2,0.36363636363636365,0.75,0,0.2,0.4444444444444444,0,0.2222222222222222,0,0,0.2,0,0.2222222222222222,0,0.15384615384615385,0.7272727272727273,0,0.2222222222222222,0.2222222222222222,0.16666666666666666,0.15384615384615385,0.25,0.2222222222222222,0.3333333333333333,0.16666666666666666,0,0,0.8,0.18181818181818182,0.2,0.3333333333333333,0.2222222222222222,0.6666666666666666,0,0,0,0,0.46153846153846156,0.2,0.18181818181818182,0.3333333333333333,0,0,0.18181818181818182,0.3076923076923077,0.4,0,0.25,0,0,0.3333333333333333,0.36363636363636365,0.4,0.26666666666666666,0.18181818181818182,0.2,0.14285714285714285,0.2,0.36363636363636365,0,0,0,0,0.13333333333333333,0.15384615384615385,0.2222222222222222,0.2,0.4,0.5714285714285714,0.36363636363636365,0.16666666666666666,0.2222222222222222,0.2222222222222222,0.42857142857142855,0.3333333333333333,0,0.2,0.4,0.25,0,0.16666666666666666,0.2857142857142857,0,0.25,0,0,0,0.2222222222222222,0.5714285714285714,0,0.4444444444444444,0,0,0.36363636363636365,0.4,0.2222222222222222,0.3076923076923077,0.2222222222222222,0.4,0.14285714285714285,0.25,0.2,0.3076923076923077,0,0,0.2857142857142857,0.14285714285714285,0.4444444444444444,0.4,0,0.2857142857142857,0.15384615384615385,0.2857142857142857,0,0.25,0.6153846153846154,0,0,0,0.2857142857142857,0,0,0,0.25,0,0.2,0.25,0,0.36363636363636365,0.4444444444444444,0.2222222222222222,0.2,0.36363636363636365,0.2,0,0,0.2,0.25,0,0,0.2,0.3333333333333333,0,0.4444444444444444,0.25,0.2222222222222222,0.14285714285714285,0,0.16666666666666666,0,0.23529411764705882,0,0,0,0.125,0.16666666666666666,0.2222222222222222,0,0.2857142857142857,0.15384615384615385,0,0,0.25,0,0,0.2222222222222222,0.2857142857142857,0,0,0.36363636363636365,0,0.5714285714285714,0,0.36363636363636365,0.4444444444444444,0,0.4444444444444444,0.15384615384615385,0.36363636363636365,0,0.25,0.15384615384615385,0.125,0.4,0.18181818181818182,0.25,0.2,0.15384615384615385,0.25,0,0.13333333333333333,0.13333333333333333,0.2857142857142857,0,0.2,0,0.42857142857142855,0.2857142857142857,0.36363636363636365,0,0,0.14285714285714285,0.4444444444444444,0,0.4,0.16666666666666666,0,0.4,0.3333333333333333,0.2857142857142857,0.15384615384615385,0,0.3333333333333333,0.375,0.26666666666666666,0.1111111111111111,0.2222222222222222,0.36363636363636365,0,0.25,0.4444444444444444,0,0.2,0.25,0,0.18181818181818182,0,0,0.16666666666666666,0.3076923076923077,0.14285714285714285,0.3076923076923077,0,0,0.42857142857142855,0.15384615384615385,0.18181818181818182,0,0.5,0.6,0.15384615384615385,0,0,0.4,0.2857142857142857,0.18181818181818182,0.4444444444444444,0.2857142857142857,0.2,0.16666666666666666,0.18181818181818182,0.2857142857142857,0.4,0.13333333333333333,0,0.2222222222222222,0.18181818181818182,0.3333333333333333,0.36363636363636365,0,0,0,0,0.25,0,0.14285714285714285,0,0.16666666666666666,0.3076923076923077,0.25,0,0,0.4,AUS

0.0008408048248373566,6.638629614646432e-10,534.66384665444,610.0368573625983,3.144763043716453,122.12324880250613,170.33505480607084,133.70836846543003,3.8865958585096765,1571.2862959009983,16.629188453245014,128.29726382635005,134.38026981450253,117.51285834738617,500.09872738190325,35.98484686706986,35.33603232184904,150.47132816552013,187.80986509274874,149.108347386172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUS

0.0008648534531872986,4.1465243468577864e-10,542.8654842409143,563.5907976430577,2.083250602428122,65.18655576498068,131.57133273703042,141.60140876565296,2.6441765613486057,2344.8460709542733,13.102747070194145,91.09585550038076,93.84593023255815,133.4473389982111,3025.679462090712,25.576847551281574,24.457357344356705,176.25701170431287,118.71869409660107,184.40742397137745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUS
